,index,english,translated_from_finnish,translated_from_dutch,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_mandarin,translated_from_polish,translated_from_portuguese,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
455,54868,It's true.,Totta న చూడండి.,It's true.,To je pravda. | To je pravda.,Es ist wahr.,అవును.,È vero.,これ本当さ! | 本当ですよ.,It's true. | It's true.,ඇත්තට.,É verdade.,Так оно и есть. | Это правда.,Je pravda. | Je pravda.,| Bu doğru.,ඒක ඇත්ත. | Так и є. | Так воно и є.
456,55087,Whose books are these?,Kenen kirjoja nämä ovat?,Who are these books? | Who are these books?,À qui sont ces livres?,Wessen Bücher sind das? | Wem gehören diese Bücher? | Wessen Bücher sind dies?,මේ පොත් කාගේද?,"""Di chi sono questi libri?""",These books are of whom?,これらの書は誰の? | これらの誰の書?,Czyje są te książki?,Iš ko yra šie knygos? | Iš ko yra šie knygos?,මේ පොත්ද?,? කාගේ පුතාද මේ පොත්?,Bunlar kimin kitapları?,Чиї це книги?
457,55437,This is their house.,Tohle je na jejich talonsa. | Tohle je na jejich kotinsa.,This is their house.,To je jejich maison.,Das ist ihr Haus.,To je jejich dům. | To je jejich dům.,Tohle je jejich dům. | Tohle je jejich dům.,This is their house.,මේක එයාලගේ ගෙදර.,ഇഷ് ഡോമിലേക്ക്.,ഇത് അവരുടെ വീടാണ്.,ഇത് их дом.,Ésta es su casa.,Bu onların evidir.,Це їхній будинок.
458,55514,Whose room is this?,Kenen huone tämä on?,Is this Vienna's room?,Je to la chambre de qui?,Wessen Zimmer ist das?,කාගේ කාමරයද මේ?,誰がこのカメラ? | 誰がこの部屋?,Whose room is this?,这间房间是谁的?,Czyj to jest pokój?,De quem é este quarto?,Чья это комната? | Чей это номер?,ആരാ ഈ മുറി?,Kimin oda bu bu?,Чия це кімната?
459,55519,Whose umbrella is this?,Kenen tämä sateenvarjo on?,Is this Vienna's parasol?,À qui est ce parapluie?,Wem gehört dieser Schirm? | Wessen Schirm ist das?,මේ මිටරියා?,Kas turi šį ombrello? | Kas yra šis ombrello?,මේ කව්ද මේ කව්ද මේ කව්ද මේ කව්ද මේ කව්ද,这把伞是谁的?,Ar kogo priklauso dešimt parasol?,De quem é esse guarda-chuva? | De quem é este guarda-chuva?,Чей это зонт? | Чей это зонтик? | Чей этот зонт?,?,Bu kimin şemsiyesi?,Чия це парасолька?
460,55521,Whose pencil is this?,Kenen lyijykynä tämä on? | Kenen kynä tämä on?,This is Vienna's pencil?,À qui est ce crayon?,Wessen Bleistift ist das? | Wem gehört dieser Bleistift?,ఈעפרון של מי?,Di chi è questa matita?,Who's this pencil?Who's this pencil?Who's this pencil?,这支铅笔是谁的?,Czyj to ołówek?,De quem é este lápis?,- ఆ కారాндаш?,කවුද මේ ලාපිස්?,Bu kimin kalemi?,Чий це олівець?
461,55535,This is too big.,ഇത് വളരെ വലുതാണ്.,This is too big.,അത് വളരെ വലുതാണ്.,Das ist zu groß.,இதுவும் மிகப் பெரியது.,Ова è troppo grande.,This is too big.,මේක ගොඩක් ලොකුයි.,Za పెద్ద పరిహాసాస్పదం.,Isto é grande demais.,Это слишком велико.,Esto es demasiado grande.,Bu çok büyük.,Це завелике. | Це занадто большое.
462,55738,This is a dog.,මේක බල්ලා මත.,This is a dog.,| Ceci est un chien.,Das ist ein Hund. | Dies ist ein Hund.,| これは כלב. | これは כלב.,Questo è un cane.,これは犬です。 | これは犬だ。,මේක一条 dog.,കളിയാക്കുക.,Este é um cachorro. | Isto é um cachorro.,Это собака.,Esto es un perro. | Eso es un perro.,Bu bir dog.,Це собака. | Це пес.
463,55749,Is this your bicycle?,Ar tai polkupyöräsi? | Ar tai Bikesi? | Ar tai Your Bikesi?,Is this your bike? | Is this your bike?,Est-ce que c'est votre vélo? | Est-ce votre vélo? | Est-ce votre bicyclette? | Est-ce ton vélo? | Est-ce ta bicyclette? | Est-ce que c'est ta bicyclette?,Ist dies dein Fahrrad? | Ist das hier Ihr Fahrrad? | Ist das Ihr Fahrrad? | Ist das dein Fahrrad?,ഇതാണോ നിന് റെ האופניים?,Questa è la tua bici? | Questa è la tua bici?,This is your bike. | This is your bike. | This isお宅の自転車?,这是你的自行车吗?,Czy do twój rower?,Essa é a sua bicicleta?,Это ваш велосипед? | Это ваш велосипед? | Это ваш велосипед?,¿Esta es tu bicicleta? | ¿Es esta tu bici?,Bu senin bisikletin mi?,സൈക്കിള്?
464,55767,I don't like this.,"”“我不喜欢这个,我不喜欢这个,我不喜欢这个,我不喜欢这个,我不喜欢这个,我不喜欢这个。",I don't like this. | I don't like this.,Je n'aime pas cela. | Je n'aime pas ça. | Ça ne me plaît pas.,Nelíbí se mi to. | Nelíbí se mi to.,Nelíbí se mi to. Nelíbí se mi to. Nelíbí se mi to. Nelíbí se mi to.,| A me does not like this.,මේක気にいりません.,我不喜欢。,Nie podoba mi się to. | Nie lubię tego.,Já não gosto disso. | Não gosto disso. | Não gosto deste.,Мне это не нравится.,"不,我不喜欢这东西。",Bunu sevmiyorum.,මට це не подобається.
465,55984,Is this your umbrella?,Ar tai tavo sateenvarjosi? | Ar tai tavo sateenvarjosi?,Is this your umbrella? | Is this your umbrella?,Kolik tuny parapluie?,Ist das dein Schirm? | Ist das Ihr Schirm?,ඒකද ඔයාගෙ මෙטריה?,Is this your umbrella? | Is this his umbrella? | Is this your umbrella? | Is this your umbrella? | Is this his umbrella? | Is this your umbrella?,| これってあなたの傘?,这把雨伞是你的吗?,To Twój parasol? | Czy to twoja parasolka?,Esse é o seu guarda-chuva?,あなたのゾンティック? | あなたのゾンティック?,?,Bu senin şemsiyen mi? | Bu sizin şemsiyeniz mi?,Це ваша парасолька? | Це ваша парасолька?
466,56634,What do you call this vegetable in English?,ولې دا د انګليسي ژبې خبرې اترې ولې دي؟,What is the name of this vegetable in English?,Comment appelle-t-on ce légume en anglais? | Comment appelez-vous ce légume en anglais?,Wie nennst du dieses Gemüse auf Englisch? | Wie heißt dieses Gemüse auf Englisch?,英文怎么叫这些饼干?,come si chiama questa verdura in inglese?,この野菜は英語で何と言いますか。 | この野菜は英語で何と言いますか? | この野菜、英語で何て言うの?,这种蔬菜英文叫什么名字?,Jak się nazywa warzywo w języku angielskim?,Kaip vadinam esse vegetal em inglês? | Kaip se chama este legume em inglês?,Как этот овощ называется по-английски? | Как вы называете этот овощ по-английски?,¿Cómo se llama esta verdura en inglés? | ¿Cómo le dicen a esta verdura en inglés?,د انګلیسي ژبې زده کړه,这个菜叫什么名字?
467,56910,This book is new.,இது ஒரு புதிய பதிப்பு.,This book is new.,Ce livre est nouveau. | Ce livre est neuf.,Dieses Buch ist neu.,මේ පොත අළුත්.,ഇത് പുതിയ പുസ്തകമാണ്.,This book is new. | こちらの本は新刊です。,The book is new. | The book is new.,Ta książka jest nowa.,Este livro é novo.,Эта книга новая.,Este libro es nuevo.,Bu kitap yeni.,Ця ബുക്ക് nova.
468,57974,I don't understand this word.,En ymmärrä tätä sanaa.,I don't understand this word.,Je ne comprends pas ce mot.,Ich verstehe dieses Wort nicht.,මට මේ වචනේ තේරෙන්නෙ නෑ.,Ne capisco questa parola. | Io non capisco questa parola. | Non comprendo questa parola. | Io non comprendo questa parola.,I don't know what this word means. | I don't know what this word is. | I don't know what this word is.,我不懂这个字。,Nie rozumiem tego słowa.,Eu não entendo esta palavra.,Já не понимаю это слово. | To слово мне nechápu. | Я не понимаю этого слова.,No entiendo esta palabra.,Ben bu kelimeyi anlamıyorum. | Bu kelimeyi anlamıyorum.,මට මේ වචන තේරෙන්නෙ නෑ.
469,59199,Don't throw away this magazine.,ඒ අයව මේ පැත්තෙන් අරගෙන යන්න.,Don't throw away this magazine.,Ne jette pas ce magazine. | Ne jetez pas ce magazine.,Diese Zeitschrift nicht wegwerfen! | Werfen Sie diese Zeitschrift nicht weg.,^ a b c d e f g a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a i n a g a,Non buttare via questa rivista. | Non buttate via questa rivista. | Non butti via queste riviste.,This magazine does not abandonでくれ.,不要丢掉這本雜誌。,Nie wyrzucaj tego magazynu.,In: Não jogue essa revista fora.,Не выбрасывай этот журнал. | Не выбрасывайте этот журнал.,No me tires esta revista. | No tire esta revista.,Bu dergiyi atma.,Не викидай этот журнал.
470,60560,This program cannot be run in DOS mode.,Este programaa ei voi llevar a cabo DOS-tilassa.,This program cannot be run in DOS mode.,यो कार्यक्रम DOS मोडमा कार्यान्वयन गर्न सकिँदैन ।,Dieses Programm kann nicht im DOS-Modus ausgeführt werden.,You cannot activate this program in DOS mode.,यह प्रोग्राम DOS मोड में नहीं चलाया जा सकता है.,This program is not running in DOS mode.,This program cannot be executed under DOS mode.,Tego program nie można uruchomić w trybie DOS.,Este programa não pode ser ejecutado no modo DOS.,Эта программа не может быть запущена в режиме DOS.,Este programa no se puede ejecutar en modo DOS.,Bu programa DOS modunda çalıştırılamaz.,Эта программа не может быть запущена в режиме DOS.
471,60676,Does this bus go to the beach?,ഈ ബിസ്സി ബാറണ്ടെല്ലെ?,Is this bus going to the beach?,| このバスはビーチへ行くのですか?,Fährt dieser Bus zum Strand?,මේ බස් එක වරෙළට එනවද?,Questo bus va alla spiaggia?,This bus is going to the beach. | This bus is going to the coast.,මේ公車去 beachද?,Czy ten autobus jedzie na plażę?,Este bus vai à plage?,このバスはビーチに行くのですか? | このバスはビーチに行くのですか?,¿Este bus va a a la playa?,Bu autobus plaja gider mi?,このバス іде до пляжа? | このバス їде до пляжу?
472,60758,The knife is not sharp.,Veitsi ei ole terävä.,The knife is not sharp.,Le couteau n'est pas aiguisé.,Das Messer ist nicht scharf.,چاقو تیز نہيں ہے چاقو تیز نہيں ہے چاقو تیز نہيں ہے چاقو تیز نہيں ہے,Il coltello non è affilato.,"I can't cut this knife well. | ナイフが鋭くない. | このナイフ,切れ味悪いよ. | このナイフは切れ悪い。",刀不鋒利。,Nóż nie jest ostry.,A faca não está afiada. | A faca não é afiada. | A faca está cega.,Нож не острый. — Нож тупой.,El cuchillo no está afilado. | El cuchillo no es filoso.,Bıçak keskin değil.,Ниж не гострий.
473,61484,This is my daughter.,Dies on tyttäreni. | Tässä on minun tyttäreni.,This is my daughter.,To je ma fille.,Das ist meine Tochter.,זו הבת שלי.,Questa è mia figlia.,| この子は私の娘です。 | これは娘です。,This is my daughter.,මගේ දුවට විහිලු කරන්න. | Oto moja córka. | To moja córka.,මේ මගේ දුව.,මේ මගේ දුව.,Esta es mi hija.,Bu benim kızımdır. | Bu benim kızım.,Це моя донька. | Це моя дочка.
474,61614,This is a hospital.,ഇത് ഹോസ്പിറ്റലിൽ ആണ്.,Here's a hospital. | This is a hospital.,To není nemocnice.,Das hier ist ein Krankenhaus.,මේක בית חולים.,Questo è un ospedale.,ここは病院だ。 | ここは病院です。,මේ ඉස්පිරිතාලේ.,ഹോസ്പിറ്റലിനെ കളിയാക്കുക.,Isto é um hospital. | Este é um hospital.,Вот больница. | Это больница.,ഇത് ഹോസ്പിറ്റൽ അല്ല.,Bu bir hastanedir.,Це лікарня. | Ось шпиталь. | Ось лікарня.
475,61875,Please wait here.,"Odota tässä, ole hyvä.","Wait here, please. | Wait here, please.",ഇവിടെ വന്നാൽ മതി.,Bitte warte hier. | Bitte warten Sie hier. | Warten Sie bitte hier.,یہاں תמתין براہ مہربانی.,"Aspetta qui, per piacere. | Aspetti qui, per piacere. | Aspettate qui, per piacere. | Aspetta qui, per favore. | Aspettate qui, per favore. | Aspetti qui, per favore.",Please wait here. | Please wait here.,請在这稍等.,Prosím poczekaj tady.,"Prosím, Espere aqui. | Espere aqui, por favor.",请在这儿等一下。 请在这儿等一下。,"Esperad aquí, por favor. | Espere aquí, por favor.",කරුණාකරලා මෙතන ඉන්න.,"Зачекай тут, будь ласка. | Зачекай тут, будь ласка."
476,62110,Where is the nearest subway station?,Missä na lähin metroasema?,Where's the nearest subway station?,最寄りの地下鉄駅はどこですか? | 最寄りの地下鉄駅はどこですか?,Wo ist die nächste U-Bahn-Station? | Wo ist die nächste U-Bahn-Station? | Wo befindet sich der nächste U-Bahnhof? | Wo befindet sich die nächste Metrostation?,Where is the nearest metro station? | Where is the nearest station of the subway?,Kde je stanice della metropolitana più vicina?,Where is the nearest metro station from here? | Where is the nearest metro station from here?,最近的地铁站在哪里?,Gdzie jest najbliższa stacja metra? | Gdzie znajduje się najbliższa stacja metra?,¿Dónde fica una estação de metrô mais próxima?,地下鉄の最寄り駅はどこですか? | 地下鉄の最寄り駅はどこですか?,最寄り駅はどこですか? | 最寄り駅はどこですか? | 最寄り駅はどこですか? | 最寄り駅のパレードはどこですか? | 最寄り駅のパレードはどこですか? | 最寄り駅のパレードはどこですか? | 最寄り駅はどこですか?,In der Nähe Metro istasyonu Where?,最寄りの地下鉄駅? | 最寄りの地下鉄駅はどこですか?
477,62608,Nobody was injured.,Kukaan ei loukkaantunut.,No one was hurt. | No one was hurt. | No one was hurt. | No one was hurt.,Člověk nebyl požehnán.,Nikdo nebyl zraněn.,"ஆனால், எவரும் காயமடைந்திருக்கவில்லை.",Nikdo nerimase ferito. | Nikdo fu ferito. | Nikdo è rimasto ferito.,I didn't do it. | 誰もケガをしなかった.,沒有人受傷。,Nikt nie byl ranny.,Ninguém zůstal ferido.,Никто не был ранен.,Nadie resultó herido. | Nadie salió herido.,Kimse yaralanmadı.,Нихто не постраждав.
478,63119,Today is Sunday.,ഇന്ന് ഞായറാഴ്ച.,It's Sunday today. | It's Sunday today.,Dnes'hui c'est dimanche. | C'est aujourd'hui dimanche.,Heute ist Sonntag.,రోజు రోజు ראשון.,Oggi è domenica.,今日は日曜日だ。 | 今日は日曜日だ。 | 今日は日曜日だ。,今天是星期日。,Dzisiaj jest niedziela. | Dziś jest niedziela.,Hoje é domingo.,Сегодня воскресенье. | Этот день - воскресенье.,| Este día es domingo. | Este día es domingo.,Bugün pazar.,Этот день - неділя. | Сьогодні неділя.
479,63212,Do you believe in ghosts?,Uskotko aaveisiin?,Do you believe in talking? | Do you believe in minds?,Crois-tu aux fantômes? | Est-ce que tu crois aux fantômes? | Tu crois aux fantômes? | Croyez-vous aux fantômes? | Est-ce que vous croyez aux fantômes? | Vous croyez aux fantômes?,Glaubst du ein Gespenster? | Glaubt ihr ein Gespenster? | Glaub Sie ein Gespenster?,You believe ברוחות? | You מאמינה ברוחות?,Credi ai fantasmi? | Credete ai fantasmi? | Crede ai fantasmi? | Tu credi ai fantasmi? | Lei crede ai fantasmi? | Voi credete ai fantasmi?,Do you believe in ghosts? Do you believe in ghosts? Do you believe in ghosts? Do you believe in ghosts? Do you believe in ghosts? Do you believe in ghosts? Do you believe in ghosts?,你相信有鬼魂吗? | 你相信有幽灵吗?,Wierzysz w księstwie?,Você acredita em fantasmas? | Acreditas em fantasmas? | Acredita em fantasmas?,Верите ли Вы в привидения? | Вы верите в призраков? | Ты веришь в призраков? | Ты веришь в привидения? | Вы верите в привидения? | Вы верите в привидения?,| | | | | | | | | | | | | | | | | | |,Hayaletlere inanıyorıyor musunuz? | Hayaletlere inanır mısın?,ඔයා විශ්වාස කරනවද привидів?
480,63215,You make me happy.,Sinä teet minut iloiseksi. | Sinä teet minut glücklicheksi.,You make me happy.,Tu me rends heureux. | Tu me rends heureux. | Vous me rendez heureuse. | Vous me rendez heureux.,Du machst mich glücklich. | Ihr macht mich glücklich. | Sie machen mich glücklich.,ඔයා මට සතුටක් දෙනවා. | ඔයා මට සතුටක් දෙනවා.,Mi rendi felice. | Tu mi rendi felice. | Mi rende felice. | Lei mi rende felice. | Mi rendete felice. | Voi mi rendete felice.,きみは私を幸せにする。 | あなたのおかげで私は幸せです。,ඔයා මට සතුටක් දෙන්න.,Uszczęśliwiasz mnie.,Você me faz šťastný.,Ты меня радуешь. | Ты делаешь меня счастливым. | Ты делаешь меня счастливой. | Вы делаете меня счастливым. | Вы делаете меня счастливым. | Вы делаете меня счастливой.,Já jsem šťastná.,Sen beni mutlu ediyorsun.,ඔයා මට සතුටුයි. | Ви мене радуєте. | Ти робиш мене щасливим.
481,63218,You look tired.,පේන විදිහට මහන්සිneeltä.,You look tired. | You look tired.,"""உம்மைத் துன்புறுத்துகிறது உம்மைத் துன்புறுத்துகிறது உம்மைத் துன்புறுத்துகிறது உம்மைத் துன்புறுத்துகிறது உம்மைத் துன்புறுத்துகிறது.",Du siehst müde aus.,நீ மயங்கினாய். | நீ மயங்கினாய்.,सेम्ब्री स्टैन्को. | सेम्ब्री स्टैन्को. | सेम्ब्री स्टैन्को. | सेम्ब्री स्टैन्को. | सेम्ब्री स्टैन्को. | सेम्ब्री स्टैन्को. | तु सेम्ब्री स्टैन्को. | तु सेम्ब्री स्टैन्को. | ले सेम्ब्री स्टैन्को. | ले सेम्ब्री स्टैन्को. | वो सेम्ब्री स्टैन्को. | वो सेम्ब्री स्टैन्को. | वो सेम्ब्री स्टैन्को.,きみは疲れているようだ。 | お疲れのようだね。 | あなたは疲れているように見える。,You Look So Weary. | You Look So Weary.,Wyglądasz na zmęczonego. | Wygląda pan na zmęczonego.,നിങ്ങള് ക്ഷീണിച്ചിരിക്കുന്നു.,Ты выглядит усталым. | Вы выглядите усталыми. | Ты выглядите уставшей. | Ты выглядите уставшим. | Вы выглядите уставшим. | Вы выглядите уставшей. | Вы выглядите уставшими. | Вы выглядите уставшими. | Ты какой-то уставший. | Ты какой-то уставший. | Вы какой-то уставший. | Вы какой-то уставший. | Вы какой-то уставшая. | Вы какие-то уставшие.,Vypadá vyčerpaně. | Vypadá vyčerpaně. | Usted se ve cansado. | Tienes cara de sueño.,യോര് ഗന് görünüyorsun.,तुम लगो लगो लगो लगो लगो
482,63296,I caught three fish yesterday.,Sain eilen kiinni kolme kalaa.,I caught three fish yesterday. | I caught three fish yesterday.,J'ai pris trois poissons hier.,Ich habe gestern drei Fische gefangen. | Ich fing gestern drei Fische.,ඊයේ דגתי שלושה דגים.,Ho preso tre pesci ieri. | Io ho preso tre pesci ieri.,きのう魚を3匹捕った。 | Yesterdayは魚を3匹釣ったんだ。,| I yesterday抓了三条魚.,Wczoraj złapałem trzy ryby. | Wczoraj złowiłem trzy ryby.,Eu peguei três peixes ontem.,Я вчера поймал три рыбы. | Я вчера три рыбины поймал.,Yo atrapé tres peces ayer. | Ayer pesqué tres peces.,Dün üç balık yakaladım.,Я вчера зловив три рибини. | Я вчера зловила три рибини.
483,63324,A fox is a wild animal.,Kettu auf villieläin.,A fowl is a wild animal.,Le renard est un animal sauvage.,Füchse sind Wildtiere. | Der Fuchs ist ein wildes Tier.,שועל הוא חיית בר.,ലാ വോൾപ്പ ഒരു മൃഗ  selvaggio ആണ്.,キツネは野生動物です.,狐狸是一種野生動物. | 狐狸是野生動物.,Lis jest zwierzęciem dzikim.,ഒരു റാപോസ എം മൃഗസേവഗേജ്.,Дикое животное - дикое животное.,El zorro es un animal salvaje.,Tilki vahşi bir hayvandır.,野生動物 - 野生動物。
484,63615,It's pretty cold.,നല്ല തണുപ്പുണ്ട്.,It's pretty cold.,അത് വളരെ തണുപ്പാണ്.,നല്ല തണുപ്പ്.,קר למדי.,Fa abbastanza freddo. | C'è abbastanza freddo.,かなり寒い。,The weather is very cold.,Jest dost zimno.,Je dost chladno. | Je dost chladno.,നല്ല തണുപ്പ്.,നല്ല തണുപ്പുണ്ട്.,Hava oldukça soğuk. | Çok soğuk.,Сейчас достаточно прохолодно.
485,63631,Canada is larger than Japan.,Kanada na większej niż japoński.,Canada is larger than Japan.,Le Canada est plus grand que le Japon.,Kanada je větší než Japonsko.,ജപ്പാന് വലിയ קנדה.,Kanada jest największa w Japonii.,カナダは日本より大きい.,カナダ比日本大。,Kanada je větší než Japonsko.,O Kanada je větší než o Japonsko.,"Канада больше Японии. | Канада крупнее Японии. | Канада больше, чем Япония.",Kanada je větší než Japonsko.,"කැනඩා, ජපානියා'dan daha büyüktür.",Канада больше за Японию.
486,63957,Is your mother at home?,අම්මා ගෙදර ඉන්නවද?,Is your mother home? | Is your mother home? | Is your mother home?,Est-ce que ta mère est à la maison? | Votre mère est-elle chez elle? | Ta mère est-elle à la maison? | Ta mère est-elle chez elle? | Ta mère est-elle chez elle? | Ta mère est-elle à la maison? | Ta mère est-elle à la maison? | Ta mère est-elle chez elle?,Ist deine Mutter zu Hause? | Ist deine Mutter daheim? | Ist deine Mutter zu Hause? | Ist eure Mutter zu Hause?,あなたのお母さんが家にいる? | האם אמך בבית?,Tua madre è a casa? | Tua madre è in casa? | Sua madre è a casa? | Sua madre è in casa? | Vostra madre è a casa? | Vostra madre è in casa?,お母さんはいらっしゃいますか. | お母さんはいらっしゃいますか?,ඔයා අම්මා ගෙදරද?,Czy twoja matka jest w domu?,Sua mãe está em casa? | A sua mãe está em casa?,Твоя мать дома?,?,Annen house mi?,Твоя мама дома? | А твоя мама дома? | Твоя мама дома?
487,64241,Your dog is very big.,コイラシは本当にイソ。,Your dog's very big.,Ton chien est très gros. | Votre chien est très gros.,Dein Hund ist sehr groß.,നിന് റെ הכלב വളരെ വലുതാണ്.,Il tuo cane è molto grande. | Il suo cane è molto grande. | Il vostro cane è molto grande.,君の犬は非常に大きい。 | 君の犬は非常に大きい。,あなたの犬非常胖。 | あなたの犬非常胖。,Twój pies jest bardzo duży.,O seu cachorro é muito grande.,Твой пёс очень большой. | Твоя собака очень большая. | Твой пёс весьма крупный. | Ваша собака очень большая.,Tu perro es muy grande. | Vuestro perro es muy grande.,Köpeğin çok büyük. | Senin köpeğin çok büyük.,Твій собака очень великий. | Ваш собака очень великий.
488,64257,Take care of yourself.,| Pidä huolta itsestäsi.,Take care of yourself. | Keep your seat. | You're doing okay.,| Prenez soin de vous. | Prenez soin de vous.,Pass auf dich auf.,ඔයා හොදින් බලාගන්න.,Prendi cura di ti stesso.,体に注意なさい。 | お体を大切にしてくださいね。 | お体をお大事に。,照顾好 خود.,ദേഷ്യപ്പെട്.,ٹام ہوشیار!,Следи за собой.,Cuídate. | Cuidaos. | Cuídate bien.,ඔයා හොදින් හදපන්. ඔයා හොදින් හදපන්!,நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி: நேபாள மொழி
489,64332,You are drunk!,"""உங்களுடைய தெய்வங்கள் யாவும் (அல்லாஹ்வின்) தூதர்கள் ஆவார்கள்"" (என்று கூறப்படும்).",You're drunk!,Tu es bourré! | Tu es saoul!,Jsi opilý! Jsi opilý! Jsi opilý! Jsi opilý! Jsi opilý!,Ty jsi pijanej! Ty jsi pijanej! Ty jsi pijanej!,♫ ♫ ♫ ♫ ♫ ♫,お前、酔っぱらっているよ! | この酔っ払い!,మీరు తాగిన!,Jsi pitomec!,ඔහේ මෝඩයෙක්!,Ты пьян. | Ты пьяный! | Ты пьян! | Вы пьяны! | Ты пьяна! | Ты пьяная! | Вы пьяные!,¡Estás borracho! | ¡Estás bebido!,سن sarhoşsun!,Ви п'яні! | Ти п'яний!
490,64491,Behave yourself.,Käyttäydy.,Behave.,സുഖമായി പെരുമാറൂ.,ഹേയ് ഹേയ് ഹേയ് ഹേയ് ഹേയ്,ලස්සනට හැසිරෙන්න.,| | | | | | | | | | | | | | | |,行儀よくしなさい. | お行儀よくしなさい. | お行儀よくしなさい. | 態度に注意なさい. | 態度に注意て.,规矩点.,Zachowuj się.,குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக:,| | | | | | | | | | | | | | | |,Compórtate.,| Terbiyeni takın.,Поводься добро. | Поводься чемно.
491,64496,Watch yourself.,Ole varovainen.,Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful.,"注意你的事,注意你的事,注意你的事,注意你的事,注意你的事,小心你的事,小心你的事,注意你的事,注意你的事。",Pass auf dich auf.,మీ ఉంచేందుకు.,റിഗാര് ഡറാട്ടി.,"I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry.",自我当心啊.,Uważaj na siebie. | Dbaj o siebie.,Tenha cuidado. | Tenham cuidado. | Tome cuidado. | Tomem cuidado.,Следи за собой.,పది జాగ్రత్తగా.,In: Kendine dikkat et.,अपने आप की रक्षा करें. अपने शब्दों की रक्षा करें.
492,64505,Sit wherever you like.,Istu missä haluat. | Istu missä haluat.,Sit wherever you want to. | Sit wherever you want to.,Assieds-toi où tu veux! | Asseyez-vous où vous voulez! | Asseyez-vous où ça vous chante! | Asseyez-vous où bon vous semble!,"Setz dich hin, wo du willst. | Setzen Sie sich, wohin Sie wollen. | Setz dich dahin, wo du willst. | Setz dich, wo immer du willst.",ඕන තැනකට එන්න ඕන තැනකට එන්න ඕන තැනකට එන්න,Siediti dove vuoi.,| 好きなとこに座って。 | お好きな席にどうぞ。 | 好きなとこに座って。,你爱坐哪儿就坐哪儿。 | 随便坐。,എവിടെ വേണമെങ്കിലും പോകൂ.,Sente-se onde desejar.,ඔයා කැමති තැනකට යන්න. ඔයා කැමති තැනකට යන්න.,Siéntate donde quieras.,നിങ്ങള് ക്ക് എവിടെ വേണമെങ്കിലും പോകാം.,"| Сидай, де хочете."
493,64620,I want money.,Já chci rahaa. | Haluan rahaa.,I want money.,Je veux de l'argent.,Ich will Geld.,నేను డబ్బు కావలసిన.,Voglio dei soldi. | Voglio soldi.,i want moneyが.,എനിക്ക് കാശ് വേണം.,Chcę pieniędzy.,Eu quero dinheiro.,Já chci peníze. | Já chci peníze.,Quiero dinero.,Ben para istiyorum. | Para istiyorum.,എനിക്ക് പണം വേണം.
494,64693,Welcome home.,Vítejte doma.,Welcome home.,Bienvenue à la maison.,സ്വാഗതം zu Hause.,ښه راغلاست. | ښه راغلاست. | ښه راغلاست. | ښه راغلاست. | ښه راغلاست کور ته. | ښه راغلاست کور ته!,Benvenuto a casa. | Benvenuta a casa. | Benvenuti a casa. | Benvenute a casa.,お帰りなさい. | おかえり. | おかえりなさい.,සාදරයෙන් පිළිගන්නවා ගෙදරට.,"""Witaj w domu.""",Bem-vindo a casa. | Bem-vindo a casa! | Bem-vindo ao lar. | Bem-vindos à casa.,ගෙදරට සාදරයෙන් පිළිගන්නවා.,Bienvenido a casa. | Bienvenida a casa.,Eve hoş geldin. | Yuvaya hoş geldin.,Ласкаво просимо домой. | Ласкаво просимо домой!
495,64918,"Good morning, Mike.","Huomenta, Mike.","Good morning, Mike.","Bonjour, మైక్.","Guten Morgen, Mike.","සුභ උදෑසනක්, מייק.","Buongiorno, మైక్.","おはよう,マイク.","早安,邁克.","Dzień dobry, మైక్.","ബോം ഡയ, മൈക്ക്.","Доброе утро, Майк. | Доброе утро, Мике.","ബ്യൂണസ് ഡേസ്, മൈക്ക്.","Günaydın, Mike. | Günaydın Mike","Доброго ранку, Майку."
