,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
47918,65909,It's too late now.,It's too late.,Beranduegi da.,It's too late now.,It's too late now.,Beranduegi da.,Il est trop tard maintenant.,It's too late now.,너무 늦었어,It's too late now.,It's too late now.,It's too late now.,It's too late now.,Beranduegi da.
47926,65918,I am coming.,I'm here.,"-Banoa, azkar.","-Banoa, azkar.",I'll be right there.,Berehala joango naiz.,Ya voy a venir.,Banoa. -Banoa.,이제 가겠습니다.,-Hemen nago.,"-Banoa, bai.",I'll be right back.,I'm coming to you.,Orain.
48043,66043,When did you get back from London?,When did you get back from London?,Kiam vi revenis el Londono?,Noiz itzuli zinen Londresetik?,Melmi i d-tuɣaleḍ seg London?,Kiam vi revenis el Londono?,Quand êtes-vous rentré de Londres?,Kiam vi revenis el Londono?,Kiam vi revenis el Londono?,When did you get back from London?,Kiam vi revenis el Londono?,Kiam vi revenis el Londono?,When did you get back from London?,Kiam vi revenis el Londono?
48608,66664,Jesus wept.,Jesus cried.,Jesuo ploris.,Jesus negarrez ari zen.,Yezu dilaka.,Jesuo ploris.,Jésus pleura.,Jesuo ploris.,"""예수께서 애도심을 품으셨다.",Jesus was crying.,Jesuo ploris.,Jesuo ploris.,Jesus cried.,Jesuo ploris.
48699,66762,Happy Easter!,Happy Easter.,Feliĉan Paskon!,Aste Santua izan!,Aste Santu zoriontsuak!,Feliĉan Paskon!,Une fête de Pâques joyeuse et joyeuse!,Feliĉan Pasko!,이스터 축하해,Eguberri on eta zoriontsuak!,Feliĉan Paskon!,Aste Santu zoriontsua.,Happy Easter.,Bonan vesperon!
48916,66989,What's that?,What is that?,Zer da hori?,Zer da hori?,What's that?,Zer da hori?,Qu'est-ce que c'est?,Zer da hori?,무슨 일이야?,Zer da hori?,Zer da hori?,What's that? What's that?,What is that?,Zer da hori?
49048,67124,Is that a bat?,Is that a bat?,Ĉu tio estas batato?,Is that a wallet?,D taɣawsa-nni?,Ĉu tio estas vespermouso?,Est-ce une chauve-souris?,Ĉu ĝi estas papilio?,Ĉu tio estas la bateto?,Is that a bat?,Ĉu tio estas vesperto?,Ĉu tio estas batato?,Is that a bat?,Ĉu tio estas la kartoj?
49050,67126,That is mine.,That's mine.,That's mine.,Nirea da.,That's mine.,Hau nirea da.,C'est à moi.,That's mine.,저게 바로 제가요.,This is mine.,That's mine.,That's mine.,That's mine.,Nirea da.
49262,67345,Alice smiled.,Alice smiled.,Alice ridetis.,Lisak irribarre egin zuen.,Tettusmimeḍ Alice.,Alice ridetis.,Alice sourit.,Alice ridetis.,Alice ridetis.,Alice ridetis.,Alice ridetis.,Alice ridetis.,Alice ridetis.,Alice ridetis.
50014,68134,Do you know if he has a girlfriend?,Do you know if he has a girlfriend?,Do you know if he has a girlfriend?,Do you know if he has a girlfriend?,Do you know if he has a girlfriend?,"Ĉu vi scias, ĉu li havas fortan koramikinon?",Savez-vous s'il a une petite amie?,Do you know if he has a girlfriend?,Ba al dakizu neska dagoen?,You don't know if he has a girlfriend?,Don't you know he has a girlfriend?,Do you know if he has a girlfriend?,Do you know if he has a girlfriend?,You don't know if he has a girlfriend?
50417,68547,The house is haunted.,This house is a mess.,There's a ghost in that house.,There's a ghost in the house.,The house is haunted.,Estas fantomoj en la domo.,La maison est à la poursuite des esprits.,La domo estas infestita de spiritoj.,Etxean mamu bat dago.,This house is haunted.,En tiu domo loĝas fantomoj.,The house is enchanted.,The house fairy.,La domo estas fantomoj.
50430,68563,Look at that smoke.,Look at that smoke.,Look at that smoke.,Begira zer ke dagoen hor.,Look at that smoke.,Begira kea.,Regardez la fumée.,Look at that smoke.,Begira zer ke dagoen hor.,Look at that smoke.,Look at that smoke.,Look at that smoke.,Look at that smoke.,Begira ezazu ke hori.
50752,68908,Are you free tomorrow?,Are you free tomorrow?,Ĉu vi estos libera morgaŭ?,What's your score for tomorrow?,Ad tiliḍ d azekka?,Ĉu vi havas tempon morgaŭ?,Tu es libre demain?,Ĉu vi estos libera morgaŭ?,Ĉu vi estos libera morgaŭ?,Are you free tomorrow?,Ĉu vi estos libera morgaŭ?,You got a day off tomorrow?,Are you free tomorrow?,Ĉu vi estos libera morgaŭ?
50779,68937,I admire you.,I appreciate you.,Miresten zaitut.,Miresten zaitut.,I admire you.,Miresten zaituztet.,Je vous admire.,Miresten zaitut.,난 널 사랑해,Miresten zaitut.,Maite zaitut.,Miresten zaitut.,I admire you.,Miresten zaitut.
50789,68948,Are you busy?,Are you busy?,- Are you busy? - No.,Lanpetuta zaude?,Are you busy?,Ĉu vi estas okupata?,Vous êtes occupé?,Lanpetuta zaude?,Lanpetuta zaude?,Are you busy?,Lanpetuta zaude?,Lanpetuta zaude?,Are you busy?,Ĉu vi estas okupata?
50795,68954,Are you studying?,(ئى مۇشرىكلار جامائەسى!) (سىلەرچە ياخشى ھېسابلانغان) ھەر بىر نەرسە االله نىڭ دەرگاھىدىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ دەرگاھىدىدۇر، سىلەر چۈشەنمەمسىلەر؟,Ikasten ari zara?,Ikasten ari zara?,Did you study?,Ĉu vi studas?,Est-ce que vous étudiez?,Ĉu vi studas?,Ĉu vi studas?,Ikasten ari zara?,You're working out?,Ikasten ari zara?,You working?,Ĉu vi lernas?
50871,69044,Do you know where he lives?,Do you know where he lives?,"Ĉu vi scias, kie li loĝas?",Do you know where he lives?,Do you know where he lives?,"Ĉu vi scias, kie li loĝas?",Savez-vous où il vit?,Do you know where she lives?,"Ĉu vi scias, kie li loĝas?","Ĉu vi scias, kie li loĝas?","Ĉu vi scias, kie li loĝas?",Do you know where she lives?,"Ĉu vi scias, kie li loĝas?","Ĉu vi scias, kie li loĝas?"
51020,69205,Do you get along with your boss?,Can you get along with the boss?,Ĉu vi bone interrilatas kun via estro?,You're getting along with your boss?,Are you and your boss getting along?,Ĉu vi bone interkonsentas kun via estro?,Avez-vous une bonne relation avec votre directeur?,You're getting along with your boss?,Ĉu vi bone traktas kun via estro?,Do you get along with your boss?,You're on good terms with your boss?,You getting along with your boss?,You're getting along with your boss?,Ĉu vi havas bonan rilaton kun via estro?
51214,69421,Have you ever seen a whale?,Have you ever seen a shark?,Ĉu vi jam vidis balenon?,Ikusi duzu inoiz balea bat?,Teẓriḍ yakan yiwet n tferka?,Ĉu vi iam vidis balenon?,Avez-vous déjà vu une baleine?,Ĉu vi iam vidis balenon?,Ĉu vi iam vidis balenojn?,Ikusi duzu inoiz balea bat?,Ĉu vi iam vidis balenon?,Ĉu vi iam vidis balenon?,Have you ever seen a whale?,Ĉu vi iam vidis balenon?
51225,69436,Do you like black cats?,Do you like black cats?,Ĉu vi ŝatas nigrajn katojn?,-Katu beltzak gustatzen zaizkizu?,Tḥemmleḍ imcac iberkanen?,Ĉu vi ŝatas nigrajn katojn?,Vous aimez les chats noirs?,Ĉu vi ŝatas nigrajn katojn?,Ĉu vi ŝatas nigran katon?,Katu beltzak gustatzen zaizkizu?,Ĉu vi ŝatas nigrajn katojn?,Ĉu vi ŝatas nigrajn katojn?,Do you like black cats?,Ĉu vi ŝatas nigrajn katojn?
51284,69506,You have a good memory.,You remember well.,Vi havas bonan memoron.,You have a good memory.,You have a good memory.,Vi havas bonan memoron.,Vous avez une bonne mémoire.,Li havas bonan memoron.,기억이 잘 나가는 거야,You have a good memory.,Vi havas bonan memoron.,You have a good memory.,You have a good memory.,Vi havas bonan memoron.
51296,69521,Are you a student?,Are you a student?,Ĉu vi estas studento?,Ikaslea zara?,D anelmad i telliḍ?,Ĉu vi estas studento?,Êtes-vous étudiant?,Ĉu vi estas studento?,Ĉu vi estas studento?,Ikaslea zara?,Ĉu vi estas studento?,Ĉu vi estas studento?,Ĉu vi estas studento?,Ĉu vi estas lernanto?
51362,69611,You have everything.,You all have it.,You got everything.,You have everything.,You have everything.,Dena daukazu.,Vous avez tout.,You got it all.,넌 모든 걸 가지고 있어,You got it all.,You have everything.,You have it all.,You have everything.,Dena daukazu.
51370,69619,Do you want anything to eat?,Do you want to eat anything?,Would you like something to eat?,Zerbait jan nahi duzu?,Do you want anything to eat?,Ĉu vi volas ion manĝi?,Vous voulez manger quelque chose?,You want something to eat?,Ĉu vi volas ion por manĝi?,You want something to eat?,You want something to eat?,You want something to eat?,You want something to eat?,Ĉu vi volas ion manĝi?
51485,69763,You're still young.,You're still very young.,Gazteak zarete.,Oraindik gaztea zara.,Gaztea zara oraindik.,Gaztea zara.,Tu es encore jeune.,Gaztea zara oraindik.,아직 젊어,Oraindik gaztea zara.,Vi ankoraŭ estas juna.,Gaztea zara oraindik.,You're still young.,Vi ankoraŭ estas juna.
51748,70090,Have you read this article?,Have you read this article?,Ĉu vi legis tiun artikolon?,Have you read this article?,Teɣṛeḍ taɣnit-a?,Ĉu vi legis tiun artikolon?,Avez-vous lu cet article?,Ĉu vi legis tiun artikolon?,Ĉu vi legis ĉi tiun artikolon?,Did you read that article?,Ĉu vi legis tiun artikolon?,Ĉu vi legis ĉi tiun artikolon?,Have you read this article?,Ĉu vi legis tiun artikolon?
52019,70408,Where is your room?,Where's your room?,Where's your room?,Where's your room?,Where's your room?,Kie estas via ĉambro?,Où est votre chambre?,Kie estas via ĉambro?,Kie estas via ĉambro?,Where's your room?,Kie estas via ĉambro?,Kie estas via ĉambro?,Where's your room?,Kie estas via ĉambro?
52198,70623,What is your name?,What's your name?,Nola duzu izena?,Nola duzu izena?,What's your name? - I'm not sure.,Nola duzu izena?,Quel est ton nom?,Nola duzu izena?,Nola duzu izena?,Nola duzu izena?,Nola duzu izena?,Nola du izena?,What's your name?,Nola duzu izena?
52496,70960,How old is your father?,How old is your father?,Zenbat urte ditu zure aitak?,Zenbat urte ditu zure aitak?,How old is your father?,Kiom aĝas via patro?,Quel âge a votre père?,Kiom aĝas via patro?,Kiom aĝas via patro?,Zenbat urte ditu zure aitak?,Kiom aĝas via patro?,Kiom aĝas via patro?,How old is your dad?,Kiom aĝas via patro?
52528,71000,How old is your grandfather?,How old are you?,Kiom aĝas via avo?,Zenbat urte ditu zure aitonak?,How old is your grandfather?,Kiom aĝas via avo?,Quel âge a votre grand-père?,Kiom aĝas via avo?,Kiom aĝas via avo?,How old is your grandfather?,Kiom aĝas via avo?,Kiom aĝas via avo?,How old is your grandfather?,Kiom aĝas via avo?
52742,71256,Are you students?,(ئى مۇشرىكلار جامائەسى!) (سىلەرچە ياخشى ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر، (سىلەرچە يامان ھېسابلانغان) ھەر بىر نەرسە االله نىڭ مۈلكىدۇر,Ĉu vi estas studentoj?,Ikasleak zarete?,D inelmaden i telliḍ?,Ĉu vi estas studentoj?,Vous êtes étudiants?,Ĉu vi estas studentoj?,Ĉu vi estas studentoj?,Are you students?,Ĉu vi estas studentoj?,Are they students?,Are you students?,Ĉu vi estas studentoj?
53190,71751,I know him.,I know him.,Ezagutzen dut.,Ezagutzen dut.,I know him.,Ezagutzen dut.,Je le connais.,I know him.,저는 그를 알고 있습니다.,Ezagutzen dut.,Ezagutzen dut.,I know him.,I know him.,Ezagutzen dut.
53489,72055,He looks suspicious.,He looks suspicious.,He looks suspicious.,He looks suspicious.,He seems suspicious.,Li aspektas suspektinda.,Il avait l'air suspect.,Li ŝajnas suspektema.,Kiratsa dario.,He looks suspicious.,He looks suspicious.,Li aspektas suspektema.,He looks suspicious.,Li aspektas suspektema.
53510,72076,Now I remember.,I think about it now.,Now I remember.,Orain gogoratzen dut.,Now I remember.,Orain gogoratzen dut.,Je me souviens maintenant.,Orain gogoratzen dut.,"Bai, gogoratzen dut.",I remember now.,I remember now.,I remember now.,I remember now.,Orain gogoratu dut.
54778,73398,Ten years is a long time.,Ten years is a long time.,Dek jaroj estas longa tempo.,Hamar urte denbora luzea da.,Hamar urte asko dira.,Dek jaroj estas longa tempo.,Dix ans est une longue période.,Dek jaroj estas longa tempo.,10년이란 꽤 오랜 시간이죠.,Ten years is a long time.,Dek jaroj estas longa tempo.,Dek jaroj estas longa tempo.,Ten years is a long time.,Dek jaroj estas longa tempo.
54812,73434,It's ten o'clock sharp.,It's exactly ten o'clock.,Estas precize la deka horo.,It's exactly ten o'clock.,It's only ten o'clock.,Estas precize la deka horo.,Il est exactement dix heures.,It's exactly ten o'clock.,10시쯤입니다.,There's a point ten.,Estas precize la deka horo.,It's ten o'clock in the morning.,It's exactly ten.,Estas la deka horo.
55379,138919,Welcome.,Welcome to the world.,Ongi etorri etxera!,Ongi etorri etxera!,Ongi etorri etxera.,Ongi etorri etxera.,Bienvenue dans le monde!,Ongi etorri etxera.,안녕하세요!,"- Kaixo, lagunak.",Ongi etorri etxera.,Ongi etorri etxera.,Ongi etorriak!,Ongi etorriak!
55509,237639,You speak fluent English.,You speak English fluently.,Vi flue parolas la anglan.,Ingelesez ondo dakizu.,Tettmeslayeḍ taglizit s ttawil.,Vi flue parolas la anglan.,Vous parlez couramment l'anglais.,Vi flue parolas la anglan.,Vi parolas la anglan flue.,You speak English fluently.,Vi parolas la anglan libere.,Vi flue parolas la anglan.,You speak fluent English.,Vi parolas la anglan libere.
55555,237692,I'll make you happy.,I'll make you happy.,Mi feliĉigos vin.,I'm gonna make you happy.,I'm going to make you happy.,Mi feliĉigos vin.,Je vais te rendre heureux.,I'll make you happy.,내가 널 행복하게 해줄게,I'll make you happy.,Mi faros vin feliĉa.,Zoriontsu egingo zaitut.,I'm going to make you happy.,Mi faros vin feliĉa.
55560,237698,I believe in you.,I believe you.,Sinesten dut zugan.,Sinesten dizut.,Sinesten dut zugan.,Sinesten dut zugan.,Je crois en toi.,Sinesten dut zugan.,난 네 힘을 믿어요,Sinesten dizut.,Sinesten dut zugan.,Sinesten dut zugan.,I believe you.,Sinesten dut zugan.
56637,238862,It's Monday.,Today is Monday.,Estas lundo.,Astelehena da.,D letnayen.,Estas lundo.,Es lunes.,Estas lundo.,월요일입니다.,Astelehena da.,Hodiaŭ estas lundo.,Estas lundo.,It's Monday.,Hodiaŭ estas lundo.
57023,239285,Can you find it?,Can you find it?,Can you find it?,Can you find it?,Can you find her?,Can you look for it?,Pouvez-vous le trouver?,Can you find him?,그 사람이 어디 있는지 알아볼 수 있을까요?,Can you find it?,Can you find him?,Can you find him?,Can you find him?,Can you find him?
57151,239431,Good luck.,I wish you good luck.,"Zorte on, lagunak.",Zorte on bidaian.,"Zorte on, lagunak.","Zorte on, lagunak.",Su éxito.,"Zorte on, lagun.","- 그래, 괜찮아요","Zorte on, lagunak.","Zorte on, lagunak.","Zorte on, lagunak.","Zorte on, lagunak.",Zorte on.
57294,239578,Where do you live now?,Where do you live now?,Where do you live now?,Where do you live now?,Anda i tzedɣeḍ tura?,Kie vi loĝas nun?,Où vivez-vous maintenant?,Kie vi loĝas nun?,제가 지금 살고 있는 곳은 어디죠?,Where do you live now?,Kie vi loĝas nun?,Kie vi loĝas nun?,Where do you live now?,Kie vi loĝas nun?
57582,239892,Is he breathing?,Is he breathing?,Arnasa hartzen ari da?,Arnasa hartzen ari da?,Is he breathing?,Arnasa hartzen du?,Est-ce qu'il respire?,Are you breathing?,Arnasa hartzen?,Arnasa hartzen ari da?,Is he breathing?,Are you breathing?,Ĉu ŝi spiras?,Ĉu li spiras?
57834,240166,Look back!,Begiratu atzera!,Begiratu atzean!,Gogoratu!,Look behind you!,Begiratu atzera!,À votre tour!,Begiratu atzean!,Begiratu atzean.,Begiratu atzera!,Begiratu inguruan!,Begiratu atzera!,Look at the back!,Begiratu zure buruari!
57839,240171,Shadow him.,Follow him.,Jarraitu.,Babestu ezazu.,- Get him out of here!,Jarraitu.,Posez-lui une ombre.,-Orain ez.,Jarraitu niri.,Follow him.,Follow him.,Jarraitu.,Watch him.,Jarraitu.
58614,241077,Let's go!,"Go on, get out of here.","Goazen, goazen!","Goazen, goazen!",Let's go!,"Goazen, goazen!","Allez, allez!","Goazen, azkar!",Joan beharra dut.,"Goazen, azkar!","Goazen, azkar.","Goazen, goazen.","Goazen, goazen!",Ez dut uste.
58720,241200,I give up.,I gave up.,Amore ematen dut.,Amore ematen dut.,Amore ematen dut.,Amore ematen dut.,Me voy a dar por vencido.,Uko egiten diot.,항복할 겁니다,Amore ematen dut.,Amore ematen dut.,Amore ematen dut.,I'm giving up.,Mi kapitulacas.
59166,241675,I'm on a diet.,I'm on a diet.,Mi estas dietanto.,Dietan nago.,I'm on the diet.,Mi estas dieta.,Estoy en dieta.,Mi estas dietanta.,저는 음식에 제한을 두고 있습니다.,I'm on a diet.,Mi estas dieta.,I'm on my own.,I'm on a diet.,Mi estas dieta.
60039,242641,That's enough for today.,We're here today.,That's enough for today.,That's enough for today.,Enough for today.,Gaurkoz nahikoa da.,C'est assez pour aujourd'hui.,That's enough for today.,오늘 끝입니다.,That's enough for today.,Enough for today.,That's enough for today.,That's enough for today.,Nahikoa da gaurkoz.
60111,242732,It is very cold today.,It's super cold today.,Hodiaŭ estas malvarme.,Hotz handia egiten du gaur.,Iḍelli yeqqel mliḥ assa.,Hodiaŭ estas tre malvarme.,Il fait très froid aujourd'hui.,Estas tre malvarme hodiaŭ.,Hodiaŭ estas tre malvarme.,Hodiaŭ estas tre malvarme.,Hodiaŭ estas tre malvarme.,Hodiaŭ estas tre malvarme.,Hodiaŭ estas tre malvarme.,Hodiaŭ estas tre malvarme.
60183,242809,It's cold today.,It's cold today.,Hodiaŭ estas malvarme.,Hodiaŭ estas malvarme.,Yettzemmeḍ assa.,Hodiaŭ estas malvarme.,Il fait froid aujourd'hui.,Estas malvarme hodiaŭ.,Hodiaŭ estas malvarme.,Hodiaŭ estas malvarme.,Hodiaŭ estas malvarme.,Hodiaŭ estas malvarme.,Hodiaŭ estas malvarme.,Hodiaŭ estas malvarme.
60207,242836,It is Monday today.,Today is Monday.,Hodiaŭ estas lundo.,Astelehena da.,Ass-a d letnayen.,Hodiaŭ estas lundo.,Aujourd'hui est lundi.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,Hodiaŭ estas lundo.,It's Monday.,Hodiaŭ estas lundo.
60247,242881,It's hot today.,It's hot today.,Hodiaŭ varmas.,Gaur bero handia egiten du.,Yeḥma ass-a.,Hodiaŭ varmas.,Il fait chaud aujourd'hui.,Hodiaŭ varmas.,Hodiaŭ estas varmege.,Hodiaŭ estas varmege.,Hodiaŭ varmas.,Hodiaŭ estas varme.,La vetero estas varma hodiaŭ.,Hodiaŭ estas varmege.
60906,243599,Sugar dissolves in water.,Sugar is soluble in water.,Sukero dissolviĝas en akvo.,The sugar dissolves in the water.,Azekka yettuneffu deg waman.,Sukero dissolviĝas en akvo.,Le sucre se dissout dans l'eau.,Sukero dissolviĝas en akvo.,Sukero dissolviĝas en akvo.,Sukero dissolviĝas en akvo.,Sukero dissolviĝas en akvo.,Sukero dissolviĝas en akvo.,Sugar dissolves in water.,Sukero dissolviĝas en akvo.
61013,243711,The worst is over.,The worst is over.,The worst is over.,The worst is over.,The worst is over.,We've got the worst behind us.,Le pire est le passé.,The worst is over.,최악의 상황이 끝났어,The worst is over.,The worst is behind us.,The worst is over.,The worst is over.,Okerrena atzean dago.
61782,244539,Yesterday was my birthday.,Yesterday was my birthday.,Hieraŭ estis mia naskiĝtago.,Atzo nire urtebetetzea zen.,It was my party yesterday.,Hieraŭ estis mia naskiĝtago.,"Hier, c'était mon anniversaire.",Hieraŭ estis mia naskiĝtago.,Hieraŭ estis mia naskiĝtago.,Hieraŭ estis mia naskiĝtago.,Hieraŭ estis mia naskiĝtago.,Hieraŭ estis mia naskiĝtago.,Hieraŭ estis mia naskiĝtago.,Hieraŭ estis mia naskiĝtago.
62564,245411,Are you working?,Are you at work?,-Lan egiten duzu?,Lan egiten duzu?,Do you work?,Lanean ari zara?,Vous travaillez?,Lanean ari zara?,이 일을 하고 있는 건가요?,Lan egiten duzu?,You work?,You're working?,Are you working?,Ĉu vi laboras?
62605,245454,I'm looking for a job.,I'm looking for a job.,Mi serĉas laboron.,Lan bila nabil.,Lan bila nabil.,Mi serĉas laboron.,Je cherche un emploi.,Lan bila nabil.,Lan bila nabil.,Lan bila nabil.,Mi serĉas laboron.,Lan baten bila nabil.,I'm looking for a job.,Mi serĉas laboron.
62830,245694,Some children are playing on the grass.,Some children play in the grass.,Kelkaj infanoj ludas sur la herbo.,A few kids playing on the grass.,Llan kra n warrac yetturar ɣef lxiṛ.,Kelkaj infanoj ludas sur la herbejo.,Quelques enfants jouent sur l'herbe.,Kelkaj infanoj ludas sur la herbo.,아이들이 잔디밭에서 놀고 있습니다.,La infanoj ludas sur la herbo.,Kelkaj infanoj ludas sur la herbo.,Knabinoj ludas en la herbejo.,Some kids are playing on the grass.,Kelkaj infanoj ludas sur la herbo.
63020,245897,Children need loving.,Children need to be cared for.,Infanoj bezonas amon.,Haurrek maitasuna behar dute.,Igerdan ḥwaǧen tayri.,Infanoj bezonas amon.,Les enfants ont besoin d'amour.,Infanoj bezonas esti amataj.,아이들이 사랑받아야 합니다.,Children need love.,Infanoj bezonas amon.,Infanoj bezonas amon.,Children need to be loved.,Infanoj bezonas amon.
63402,246314,"Stop, or I'll shoot.","Stop, or I'll shoot.","Stop, or I'll shoot.",Stay or I'll shoot.,Don't move or I'll shoot.,Geldi edo tiro egingo dut.,"Arrêtez, ou je tire!",Stop or I'll shoot.,"Ez baduzu gelditzen, tiro egingo dizut.",Stay or I'll shoot.,"Gelditu, tiro egingo dut.",Get up or I'll shoot.,"Stop, or I'll shoot.","Geldi, tiro egingo dut."
64414,247442,Welcome to our home.,Welcome to our home.,Ongi etorri gurera.,Welcome to our home.,Welcome to our home.,Bonvenon al nia hejmo!,Bienvenue dans notre maison.,Welcome to our home.,우리 집에 오신 것을 환영합니다.,Ongi etorri gure etxera!,Welcome to our house.,Welcome to our home.,Welcome to our house.,Ongi etorri gure jaunari.
64711,247763,We try.,Let's try it.,Saiatzen ari gara.,Saiatzen ari gara.,Saiatzen ari gara.,Saiatuko gara.,Nous essayons.,Saiatuko gara.,우리는 시도해 볼 것입니다.,Saiatzen ari gara.,Saiatzen ari gara.,We're looking for him.,We'll try it.,Saiatzen ari gara.
64879,247937,We played soccer yesterday.,We played football yesterday.,Ni ludis piedpilkon hieraŭ.,We played football last night.,Neɣra ddabex iḍelli.,Ni ludis piedpilkon hieraŭ.,"Hier, nous avons joué au football.",Ni ludis piedpilkon hieraŭ.,Ni ludis piedpilkon hieraŭ.,We played football yesterday.,Hieraŭ ni ludis piedpilkon.,Hieraŭ ni ludis piedpilkon.,We played football yesterday.,Ni ludis piedpilkon hieraŭ.
65001,248069,We painted the house green.,We painted the house green.,Ni verkis la domon verda.,We painted the house green.,Nessewweḍ axxam s tazegza.,Ni verdigis la domon.,Nous avons peint la maison en vert.,Ni verkis la domon je verda.,Ni farbis la domon ruĝkolora.,We painted the house green.,Ni farbis la domon verda.,Ni verkis la domon.,We painted the house green.,Ni farbis la domon verda.
66839,250101,Please tell me your name.,Please tell me your name.,Bonvolu diri al mi vian nomon.,Nola duzu izena?,Bonvolu doni al mi vian nomon.,Bonvolu diri al mi vian nomon.,S'il vous plaît dites-moi votre nom.,Bonvolu diri al mi vian nomon.,네 이름을 말해줘,May I ask for your dignity?,Bonvolu diri al mi vian nomon.,Bonvolu diri al mi vian nomon.,Please tell me your name.,Diru al mi vian nomon.
66866,250135,Follow me.,Please come with me.,Jarraitu niri.,Jarraitu niri.,Jarraitu niri.,Jarraitu niri.,Suivez-moi.,Jarraitu niri.,내 뒤를 따라와,Zatoz nirekin.,Jarraitu niri.,Jarraitu niri.,Follow me.,Jarraitu niri.
67038,250327,Do you remember me?,Do you remember me?,Gogoratzen nauzu?,Gogoratzen nauzu?,You remember me?,Gogoratzen nauzu?,Vous vous souvenez de qui je suis?,Gogoratzen nauzu?,제 기억이 안 나니?,Gogoratzen nauzu?,Gogoratzen nauzu?,Gogoratzen nauzu?,You remember me?,Gogoratzen nauzu?
67322,250648,My legs still hurt.,My legs still hurt.,Miaj kruroj ankoraŭ doloras.,My legs still hurt.,Teddunt-iyi-d tikwalin.,Miaj kruroj ankoraŭ doloras.,Mes jambes me font encore mal.,My legs still hurt.,Oraindik oinak minduta dauzkat.,My leg still hurts.,Miaj piedoj ankoraŭ doloras.,Miaj kruroj ankoraŭ doloras.,My legs still hurt.,Miaj piedoj ankoraŭ doloras.
67352,250680,He is my brother.,He's my brother.,Li estas mia frato.,Nire anaia da.,He's my brother.,Li estas mia frato.,C'est mon frère.,Nire anaia da.,그는 내 동생이야,He's my brother.,Li estas mia frato.,Li estas mia frato.,He's my brother.,Li estas mia frato.
67647,251010,My watch has been stolen.,My desk was stolen.,Mia horloĝo estas ŝtelita.,Nire erlojua lapurtu didate.,Iɣel-iyi-d ssellalt-iw.,Mia horloĝo estis ŝtelita.,Ma montre a été volée.,Mia horloĝo estis ŝtelita.,Mia horloĝo estis ŝtelita.,Mia horloĝo estis ŝtelita.,Mia horloĝo estis ŝtelita.,Mia horloĝo estis ŝtelita.,My watch was stolen.,Mia horloĝo estas ŝtelita.
67692,251060,Answer me.,Answer me.,Erantzun.,Erantzun.,Erantzun.,Erantzun.,Répondez-moi.,Erantzun.,Respondu al mia demando.,Erantzun.,Erantzun.,Erantzun.,Answer me.,Erantzun.
68451,251884,Where's my book?,Where is my book?,Kie estas mia libro?,Non dago nire liburua?,Where's my book?,Kie estas mia libro?,Où sont les livres?,Kie estas mia libro?,Kie estas mia libro?,Kie estas mia libro?,Kie estas mia libro?,Kie estas mia libro?,Where's my book?,Kie estas mia libro?
68790,252254,I played soccer yesterday.,I played football yesterday.,Hieraŭ mi ludis piedpilkon.,I played football last night.,Urarḍeɣ ddabex n ddabex iḍelli.,Mi ludis piedpilkon hieraŭ.,"Hier, j'ai joué au football.",Mi ludis piedpilkon hieraŭ.,저는 어제 축구를 했습니다.,I was playing football yesterday.,Hieraŭ mi ludis piedpilkon.,Hieraŭ mi ludis piedpilkon.,I played football yesterday.,Mi ludis piedpilkon hieraŭ.
68808,252272,I have a car.,I have a car.,Mi havas aŭton.,Autoa daukat.,I have a car.,Mi havas aŭton.,J'ai une voiture.,Mi havas aŭton.,Mi havas aŭton.,I got a car.,Mi havas aŭton.,Mi havas aŭton.,I have a car.,Mi havas aŭton.
68816,252280,I like castles.,I like castles.,Mi ŝatas kastelojn.,Gazteluak gustatzen zaizkit.,Ḥemmleɣ iẓekwan.,Mi ŝatas serurojn.,J'aime les châteaux.,Mi ŝatas kastelojn.,저는 성을 좋아합니다.,Gustatzen zaizkit gazteluak.,Mi ŝatas kastelojn.,Mi ŝatas kastelojn.,I like castles.,Mi ŝatas kastelojn.
68823,252287,I am a student.,I'm a student.,Mi estas studento.,Ikaslea naiz.,Nekk d anelmad.,Mi estas studento.,Je suis étudiante.,Mi estas studento.,Mi estas studento.,Ikaslea naiz.,Mi estas studento.,Mi estas studento.,Mi estas studento.,Mi estas studento.
